"01.w_Defects/bit_shift.c:106","error V610: Undefined behavior. Check the shift operator '<<'. The right operand 'shift' is greater than or equal to the length in bits of the promoted left operand. Level: 1"
"01.w_Defects/bit_shift.c:133","error V610: Undefined behavior. Check the shift operator '<<'. The right operand '((5 * shift) + 2)' is greater than or equal to the length in bits of the promoted left operand. Level: 1"
"01.w_Defects/bit_shift.c:146","error V610: Undefined behavior. Check the shift operator '<<'. The right operand '((shift * shift) + 7)' is greater than or equal to the length in bits of the promoted left operand. Level: 1"
"01.w_Defects/bit_shift.c:163","error V610: Undefined behavior. Check the shift operator '<<'. The right operand 'bit_shift_012_func_001()' is greater than or equal to the length in bits of the promoted left operand. Level: 1"
"01.w_Defects/bit_shift.c:208","error V610: Undefined behavior. Check the shift operator '<<'. The right operand 'shift1' is greater than or equal to the length in bits of the promoted left operand. Level: 1"
"01.w_Defects/bit_shift.c:21","error V610: Undefined behavior. Check the shift operator '<<'. The right operand '32' is greater than or equal to the length in bits of the promoted left operand. Level: 1"
"01.w_Defects/bit_shift.c:225","error V610: Undefined behavior. Check the shift operator '<<'. The right operand 'shift2' is greater than or equal to the length in bits of the promoted left operand. Level: 1"
"01.w_Defects/bit_shift.c:236","error V610: Undefined behavior. Check the shift operator '<<'. The right operand '32' is greater than or equal to the length in bits of the promoted left operand. Level: 1"
"01.w_Defects/bit_shift.c:45","error V610: Undefined behavior. Check the shift operator '<<'. The right operand '32' is greater than or equal to the length in bits of the promoted left operand. Level: 1"
"01.w_Defects/bit_shift.c:69","error V610: Undefined behavior. Check the shift operator '<<'. The right operand '-1' is negative. Level: 1"
"01.w_Defects/bit_shift.c:81","error V610: Undefined behavior. Check the shift operator '>>'. The right operand '32' is greater than or equal to the length in bits of the promoted left operand. Level: 1"
"01.w_Defects/bit_shift.c:93","error V610: Undefined behavior. Check the shift operator '>>'. The right operand '-1' is negative. Level: 1"
"01.w_Defects/buffer_overrun_dynamic.c:332","error V557: Array overrun is possible. The 'index' index is pointing beyond array bound. Level: 1"
"01.w_Defects/buffer_overrun_dynamic.c:606","error V557: Array overrun is possible. The value of 'i' index could reach 10. Level: 2"
"01.w_Defects/buffer_underrun_dynamic.c:177","error V557: Array underrun is possible. The value of 'i - 3' index could reach -3. Level: 2"
"01.w_Defects/buffer_underrun_dynamic.c:531","error V557: Array underrun is possible. The '-1' index is pointing beyond array bound. Level: 1"
"01.w_Defects/buffer_underrun_dynamic.c:605","error V557: Array underrun is possible. The value of 'i' index could reach -1. Level: 2"
"01.w_Defects/buffer_underrun_dynamic.c:673","error V557: Array underrun is possible. The 'loc1' index is pointing beyond array bound. Level: 1"
"01.w_Defects/buffer_underrun_dynamic.c:700","error V557: Array underrun is possible. The '-10' index is pointing beyond array bound. Level: 1"
"01.w_Defects/buffer_underrun_dynamic.c:720","error V557: Array underrun is possible. The value of 'i - 10' index could reach -10. Level: 2"
"01.w_Defects/buffer_underrun_dynamic.c:750","error V557: Array underrun is possible. The 'loc' index is pointing beyond array bound. Level: 1"
"01.w_Defects/cmp_funcadr.c:26","error V516: Consider inspecting an odd expression. Non-null function pointer is compared to null: 'cmp_funcadr_001_func_001 == ((void *) 0)'. Level: 1"
"01.w_Defects/cmp_funcadr.c:48","error V516: Consider inspecting an odd expression. Non-null function pointer is compared to null: 'cmp_funcadr_002_func_001 == ((void *) 0)'. Level: 1"
"01.w_Defects/conflicting_cond.c:103","error V547: Expression '(a == 0) && (a == 1)' is always false. Probably the '||' operator should be used here. Level: 1"
"01.w_Defects/conflicting_cond.c:118","error V547: Expression '(a == 0) && (a == 1)' is always false. Probably the '||' operator should be used here. Level: 1"
"01.w_Defects/conflicting_cond.c:137","error V547: Expression '(a == 0) && (a == 1)' is always false. Probably the '||' operator should be used here. Level: 1"
"01.w_Defects/conflicting_cond.c:157","error V547: Expression '(a < 5) && (10 < a)' is always false. Level: 1"
"01.w_Defects/conflicting_cond.c:177","error V547: Expression is always false. Level: 1"
"01.w_Defects/conflicting_cond.c:199","error V547: Expression '(a == 0) && (a == 1)' is always false. Probably the '||' operator should be used here. Level: 1"
"01.w_Defects/conflicting_cond.c:24","error V547: Expression '(a == 0) && (a == 1)' is always false. Probably the '||' operator should be used here. Level: 1"
"01.w_Defects/conflicting_cond.c:43","error V547: Expression '(a < 5) && (10 < a)' is always false. Level: 1"
"01.w_Defects/conflicting_cond.c:62","error V547: Expression is always false. Level: 1"
